"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 27 18:22:16 GMT 2023","Wed Sep 27 18:22:53 GMT 2023","36770","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnReg","TC_11-02-07_06 (UnReg) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Wed Sep 27 18:27:57 GMT 2023","Wed Sep 27 18:28:33 GMT 2023","36033","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnReg","TC_11-02-07_05 (UnReg) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"failed","Wed Sep 27 18:25:38 GMT 2023","Wed Sep 27 18:26:17 GMT 2023","39063","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","StartTradingUnAuth","TC_11-02-07_03 (UnAuth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Wed Sep 27 18:29:23 GMT 2023","Wed Sep 27 18:29:57 GMT 2023","34743","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoAuth","TC_11-02-07_04 (Auth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Wed Sep 27 18:23:22 GMT 2023","Wed Sep 27 18:24:01 GMT 2023","38149","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"passed","Wed Sep 27 18:24:03 GMT 2023","Wed Sep 27 18:24:30 GMT 2023","27348","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"failed","Wed Sep 27 18:30:25 GMT 2023","Wed Sep 27 18:31:04 GMT 2023","39363","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnAuth","TC_11-02-07_04 (UnAuth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Wed Sep 27 18:20:41 GMT 2023","Wed Sep 27 18:21:33 GMT 2023","52155","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnAuth","TC_11-02-07_06 (UnAuth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Wed Sep 27 18:21:34 GMT 2023","Wed Sep 27 18:22:16 GMT 2023","42451","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountAuth","TC_11-02-07_06 (Auth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Wed Sep 27 18:26:17 GMT 2023","Wed Sep 27 18:27:02 GMT 2023","44433","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"failed","Wed Sep 27 18:27:03 GMT 2023","Wed Sep 27 18:27:57 GMT 2023","53285","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeAuth","TC_11-02-07_05 (Auth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Wed Sep 27 18:22:55 GMT 2023","Wed Sep 27 18:23:22 GMT 2023","26989","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"passed","Wed Sep 27 18:29:58 GMT 2023","Wed Sep 27 18:30:25 GMT 2023","27168","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnReg","TC_11-02-07_04 (UnReg) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Wed Sep 27 18:28:33 GMT 2023","Wed Sep 27 18:29:21 GMT 2023","48069","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnAuth","TC_11-02-07_05 (UnAuth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Wed Sep 27 18:25:11 GMT 2023","Wed Sep 27 18:25:38 GMT 2023","27047","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Wed Sep 27 18:24:30 GMT 2023","Wed Sep 27 18:25:09 GMT 2023","38871","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth) [1] es, es","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
