"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Sep 11 16:59:20 GMT 2023","Mon Sep 11 16:59:33 GMT 2023","13441","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"passed","Mon Sep 11 16:57:08 GMT 2023","Mon Sep 11 16:57:46 GMT 2023","37675","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnReg","TC_11-02-07_06 (UnReg) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Mon Sep 11 17:01:05 GMT 2023","Mon Sep 11 17:01:41 GMT 2023","35531","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Mon Sep 11 17:02:35 GMT 2023","Mon Sep 11 17:03:12 GMT 2023","37828","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnReg","TC_11-02-07_05 (UnReg) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"broken","Mon Sep 11 16:59:33 GMT 2023","Mon Sep 11 16:59:48 GMT 2023","14420","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"failed","Mon Sep 11 17:00:23 GMT 2023","Mon Sep 11 17:01:04 GMT 2023","40783","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","StartTradingUnAuth","TC_11-02-07_03 (UnAuth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Mon Sep 11 17:04:46 GMT 2023","Mon Sep 11 17:05:16 GMT 2023","29944","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnReg","TC_11-02-07_04 (UnReg) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Mon Sep 11 17:04:04 GMT 2023","Mon Sep 11 17:04:46 GMT 2023","41831","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoAuth","TC_11-02-07_04 (Auth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Mon Sep 11 16:56:24 GMT 2023","Mon Sep 11 16:57:08 GMT 2023","43637","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountAuth","TC_11-02-07_06 (Auth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Mon Sep 11 16:55:29 GMT 2023","Mon Sep 11 16:56:23 GMT 2023","54824","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnAuth","TC_11-02-07_06 (UnAuth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Mon Sep 11 17:03:12 GMT 2023","Mon Sep 11 17:04:02 GMT 2023","49674","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnAuth","TC_11-02-07_05 (UnAuth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Mon Sep 11 16:58:16 GMT 2023","Mon Sep 11 16:59:08 GMT 2023","52182","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"passed","Mon Sep 11 17:01:43 GMT 2023","Mon Sep 11 17:02:35 GMT 2023","51664","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeAuth","TC_11-02-07_05 (Auth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Mon Sep 11 16:59:55 GMT 2023","Mon Sep 11 17:00:23 GMT 2023","27986","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"broken","Mon Sep 11 17:05:16 GMT 2023","Mon Sep 11 17:05:50 GMT 2023","33570","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnAuth","TC_11-02-07_04 (UnAuth) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Mon Sep 11 16:57:48 GMT 2023","Mon Sep 11 16:58:16 GMT 2023","27781","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg) [1] ar, ae","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
