"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 07 15:33:26 GMT 2023","Thu Sep 07 15:33:58 GMT 2023","32107","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Thu Sep 07 15:31:21 GMT 2023","Thu Sep 07 15:31:46 GMT 2023","25179","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"failed","Thu Sep 07 15:34:00 GMT 2023","Thu Sep 07 15:34:53 GMT 2023","53799","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeAuth","TC_11-02-07_05 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Thu Sep 07 15:28:34 GMT 2023","Thu Sep 07 15:29:32 GMT 2023","58008","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnReg","TC_11-02-07_06 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"failed","Thu Sep 07 15:32:50 GMT 2023","Thu Sep 07 15:33:26 GMT 2023","35839","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","StartTradingUnAuth","TC_11-02-07_03 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"failed","Thu Sep 07 15:35:43 GMT 2023","Thu Sep 07 15:36:44 GMT 2023","60598","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnAuth","TC_11-02-07_05 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"failed","Thu Sep 07 15:34:54 GMT 2023","Thu Sep 07 15:35:43 GMT 2023","49684","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnReg","TC_11-02-07_05 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Thu Sep 07 15:37:20 GMT 2023","Thu Sep 07 15:37:45 GMT 2023","24977","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnReg","TC_11-02-07_04 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Thu Sep 07 15:36:45 GMT 2023","Thu Sep 07 15:37:20 GMT 2023","34658","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoAuth","TC_11-02-07_04 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Thu Sep 07 15:26:37 GMT 2023","Thu Sep 07 15:27:54 GMT 2023","77265","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnAuth","TC_11-02-07_06 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Thu Sep 07 15:29:58 GMT 2023","Thu Sep 07 15:30:45 GMT 2023","46150","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"passed","Thu Sep 07 15:32:23 GMT 2023","Thu Sep 07 15:32:50 GMT 2023","26681","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Thu Sep 07 15:31:46 GMT 2023","Thu Sep 07 15:32:22 GMT 2023","35439","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"passed","Thu Sep 07 15:30:45 GMT 2023","Thu Sep 07 15:31:19 GMT 2023","34794","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"failed","Thu Sep 07 15:37:45 GMT 2023","Thu Sep 07 15:38:20 GMT 2023","35280","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnAuth","TC_11-02-07_04 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Thu Sep 07 15:27:54 GMT 2023","Thu Sep 07 15:28:34 GMT 2023","39676","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountAuth","TC_11-02-07_06 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
