"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 31 15:00:08 GMT 2023","Thu Aug 31 15:00:36 GMT 2023","28303","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnReg","TC_11-02-07_06 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Thu Aug 31 15:01:05 GMT 2023","Thu Aug 31 15:01:57 GMT 2023","51839","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"failed","Thu Aug 31 15:06:32 GMT 2023","Thu Aug 31 15:07:24 GMT 2023","52298","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnReg","TC_11-02-07_05 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Thu Aug 31 15:02:23 GMT 2023","Thu Aug 31 15:03:12 GMT 2023","48967","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"passed","Thu Aug 31 14:59:32 GMT 2023","Thu Aug 31 15:00:07 GMT 2023","35692","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountAuth","TC_11-02-07_06 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Thu Aug 31 15:09:06 GMT 2023","Thu Aug 31 15:09:33 GMT 2023","27071","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnReg","TC_11-02-07_04 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"failed","Thu Aug 31 15:04:19 GMT 2023","Thu Aug 31 15:04:57 GMT 2023","38239","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","StartTradingUnAuth","TC_11-02-07_03 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"failed","Thu Aug 31 15:09:33 GMT 2023","Thu Aug 31 15:10:11 GMT 2023","38323","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnAuth","TC_11-02-07_04 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"passed","Thu Aug 31 14:58:46 GMT 2023","Thu Aug 31 14:59:31 GMT 2023","45064","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnAuth","TC_11-02-07_06 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"passed","Thu Aug 31 15:04:57 GMT 2023","Thu Aug 31 15:05:32 GMT 2023","34305","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Thu Aug 31 15:03:12 GMT 2023","Thu Aug 31 15:03:50 GMT 2023","38334","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"passed","Thu Aug 31 15:00:38 GMT 2023","Thu Aug 31 15:01:05 GMT 2023","26632","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"passed","Thu Aug 31 15:03:52 GMT 2023","Thu Aug 31 15:04:19 GMT 2023","26773","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"failed","Thu Aug 31 15:07:24 GMT 2023","Thu Aug 31 15:08:29 GMT 2023","65262","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnAuth","TC_11-02-07_05 (UnAuth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"failed","Thu Aug 31 15:05:34 GMT 2023","Thu Aug 31 15:06:32 GMT 2023","57823","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeAuth","TC_11-02-07_05 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"passed","Thu Aug 31 15:08:31 GMT 2023","Thu Aug 31 15:09:06 GMT 2023","34845","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoAuth","TC_11-02-07_04 (Auth) [1] en, gb","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
