"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 26 13:39:47 GMT 2023","Sat Aug 26 13:40:11 GMT 2023","24639","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnReg","TC_11-02-07_06 (UnReg) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"broken","Sat Aug 26 13:45:25 GMT 2023","Sat Aug 26 13:46:01 GMT 2023","35681","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoAuth","TC_11-02-07_04 (Auth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"broken","Sat Aug 26 13:44:50 GMT 2023","Sat Aug 26 13:45:24 GMT 2023","34017","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnAuth","TC_11-02-07_05 (UnAuth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"broken","Sat Aug 26 13:40:38 GMT 2023","Sat Aug 26 13:41:12 GMT 2023","34196","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"broken","Sat Aug 26 13:38:32 GMT 2023","Sat Aug 26 13:39:12 GMT 2023","40674","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnAuth","TC_11-02-07_06 (UnAuth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"broken","Sat Aug 26 13:43:15 GMT 2023","Sat Aug 26 13:43:49 GMT 2023","34306","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"broken","Sat Aug 26 13:46:25 GMT 2023","Sat Aug 26 13:47:00 GMT 2023","34252","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnAuth","TC_11-02-07_04 (UnAuth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"broken","Sat Aug 26 13:42:15 GMT 2023","Sat Aug 26 13:42:40 GMT 2023","25591","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"broken","Sat Aug 26 13:42:41 GMT 2023","Sat Aug 26 13:43:15 GMT 2023","34099","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","StartTradingUnAuth","TC_11-02-07_03 (UnAuth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"broken","Sat Aug 26 13:41:14 GMT 2023","Sat Aug 26 13:41:39 GMT 2023","25258","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"broken","Sat Aug 26 13:40:13 GMT 2023","Sat Aug 26 13:40:38 GMT 2023","24917","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"broken","Sat Aug 26 13:46:01 GMT 2023","Sat Aug 26 13:46:25 GMT 2023","24520","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnReg","TC_11-02-07_04 (UnReg) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"broken","Sat Aug 26 13:41:39 GMT 2023","Sat Aug 26 13:42:13 GMT 2023","34229","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"broken","Sat Aug 26 13:44:25 GMT 2023","Sat Aug 26 13:44:50 GMT 2023","25019","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnReg","TC_11-02-07_05 (UnReg) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"broken","Sat Aug 26 13:39:13 GMT 2023","Sat Aug 26 13:39:47 GMT 2023","33876","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountAuth","TC_11-02-07_06 (Auth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"broken","Sat Aug 26 13:43:50 GMT 2023","Sat Aug 26 13:44:25 GMT 2023","34199","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeAuth","TC_11-02-07_05 (Auth) [1] ro, Romania","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
