"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 10 20:31:44 GMT 2023","Thu Aug 10 20:32:14 GMT 2023","29849","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg) [1] en, ?country=gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Thu Aug 10 20:28:51 GMT 2023","Thu Aug 10 20:29:16 GMT 2023","25065","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg) [1] en, ?country=gb","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"passed","Thu Aug 10 20:30:33 GMT 2023","Thu Aug 10 20:31:14 GMT 2023","41542","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth) [1] en, ?country=gb","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"passed","Thu Aug 10 20:29:16 GMT 2023","Thu Aug 10 20:30:03 GMT 2023","46535","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth) [1] en, ?country=gb","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"passed","Thu Aug 10 20:32:14 GMT 2023","Thu Aug 10 20:32:56 GMT 2023","41761","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth) [1] en, ?country=gb","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"passed","Thu Aug 10 20:30:09 GMT 2023","Thu Aug 10 20:30:32 GMT 2023","23524","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg) [1] en, ?country=gb","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"skipped","Thu Aug 10 20:28:31 GMT 2023","Thu Aug 10 20:28:31 GMT 2023","0","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","startTradingUnReg","TC_11-02-07_06 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
