"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 22 17:07:48 GMT 2023","Tue Aug 22 17:08:24 GMT 2023","35993","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountAuth","TC_11-02-07_06 (Auth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"broken","Tue Aug 22 17:12:13 GMT 2023","Tue Aug 22 17:12:48 GMT 2023","34319","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"broken","Tue Aug 22 17:14:34 GMT 2023","Tue Aug 22 17:15:08 GMT 2023","34594","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoAuth","TC_11-02-07_04 (Auth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"broken","Tue Aug 22 17:11:07 GMT 2023","Tue Aug 22 17:11:32 GMT 2023","24931","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"broken","Tue Aug 22 17:08:51 GMT 2023","Tue Aug 22 17:09:16 GMT 2023","25202","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"broken","Tue Aug 22 17:13:49 GMT 2023","Tue Aug 22 17:14:32 GMT 2023","43501","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnAuth","TC_11-02-07_05 (UnAuth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"broken","Tue Aug 22 17:10:24 GMT 2023","Tue Aug 22 17:11:05 GMT 2023","41698","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"broken","Tue Aug 22 17:13:24 GMT 2023","Tue Aug 22 17:13:49 GMT 2023","24508","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnReg","TC_11-02-07_05 (UnReg) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"broken","Tue Aug 22 17:09:59 GMT 2023","Tue Aug 22 17:10:23 GMT 2023","24998","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"broken","Tue Aug 22 17:08:24 GMT 2023","Tue Aug 22 17:08:49 GMT 2023","24185","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnReg","TC_11-02-07_06 (UnReg) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"broken","Tue Aug 22 17:15:09 GMT 2023","Tue Aug 22 17:15:33 GMT 2023","24582","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnReg","TC_11-02-07_04 (UnReg) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"broken","Tue Aug 22 17:06:59 GMT 2023","Tue Aug 22 17:07:48 GMT 2023","49103","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnAuth","TC_11-02-07_06 (UnAuth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"broken","Tue Aug 22 17:15:33 GMT 2023","Tue Aug 22 17:16:14 GMT 2023","40529","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnAuth","TC_11-02-07_04 (UnAuth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"broken","Tue Aug 22 17:12:49 GMT 2023","Tue Aug 22 17:13:24 GMT 2023","34453","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeAuth","TC_11-02-07_05 (Auth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"broken","Tue Aug 22 17:11:32 GMT 2023","Tue Aug 22 17:12:13 GMT 2023","41292","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","StartTradingUnAuth","TC_11-02-07_03 (UnAuth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"broken","Tue Aug 22 17:09:16 GMT 2023","Tue Aug 22 17:09:57 GMT 2023","40920","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth) [1] fr, France","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
