"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"tests.US_11_Education.11-02-07_ETF_trading","US_11-02-07_ETF_trading","TestETFTrading","1","0","8","1","0"
