"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Nov 17 16:37:56 GMT 2023","Fri Nov 17 16:37:56 GMT 2023","0","","US_11_02_07.CreateAccountTest","","US_11_02_07.CreateAccountTest","createAccountAuth","TC_11-02-07_07 (Auth)","Check: Education > Menu Item [ETF trading] > Test button [Create account]"
"skipped","Fri Nov 17 16:37:56 GMT 2023","Fri Nov 17 16:37:56 GMT 2023","0","","US_11_02_07.CreateAccountTest","","US_11_02_07.CreateAccountTest","createAccountUnReg","TC_11-02-07_07 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [Create account]"
"skipped","Fri Nov 17 16:37:58 GMT 2023","Fri Nov 17 16:37:58 GMT 2023","0","","US_11_02_07.FreeDemoAccountTest","","US_11_02_07.FreeDemoAccountTest","createAccountUnReg","TC_11-02-07_08 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [CFree demo account]"
"skipped","Fri Nov 17 16:38:00 GMT 2023","Fri Nov 17 16:38:00 GMT 2023","0","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnAuth","TC_11-02-07_01 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"skipped","Fri Nov 17 16:38:03 GMT 2023","Fri Nov 17 16:38:03 GMT 2023","0","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnReg","TC_11-02-07_04 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"skipped","Fri Nov 17 16:38:03 GMT 2023","Fri Nov 17 16:38:03 GMT 2023","0","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnReg","TC_11-02-07_05 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"skipped","Fri Nov 17 16:38:02 GMT 2023","Fri Nov 17 16:38:02 GMT 2023","0","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingUnReg","TC_11-02-07_03 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"skipped","Fri Nov 17 16:38:00 GMT 2023","Fri Nov 17 16:38:00 GMT 2023","0","","US_11_02_07.LogInTest","","US_11_02_07.LogInTest","logInUnReg","TC_11-02-07_01 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [LogIn]"
"skipped","Fri Nov 17 16:38:01 GMT 2023","Fri Nov 17 16:38:01 GMT 2023","0","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnReg","TC_11-02-07_02 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"skipped","Fri Nov 17 16:37:57 GMT 2023","Fri Nov 17 16:37:57 GMT 2023","0","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnReg","TC_11-02-07_06 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"skipped","Fri Nov 17 16:37:57 GMT 2023","Fri Nov 17 16:37:57 GMT 2023","0","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountUnAuth","TC_11-02-07_06 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"skipped","Fri Nov 17 16:37:56 GMT 2023","Fri Nov 17 16:37:56 GMT 2023","0","","US_11_02_07.CreateAccountTest","","US_11_02_07.CreateAccountTest","createAccountUnAuth","TC_11-02-07_07 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [Create account]"
"skipped","Fri Nov 17 16:37:57 GMT 2023","Fri Nov 17 16:37:57 GMT 2023","0","","US_11_02_07.CreateVerifyYourAccountTest","","US_11_02_07.CreateVerifyYourAccountTest","createVerifyYourAccountAuth","TC_11-02-07_06 (Auth)","Check: Education > Menu Item [ETF trading] > Test button [Create & verify your account]"
"skipped","Fri Nov 17 16:38:02 GMT 2023","Fri Nov 17 16:38:02 GMT 2023","0","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","startTradingAuth","TC_11-02-07_03 (Auth)","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"skipped","Fri Nov 17 16:37:58 GMT 2023","Fri Nov 17 16:37:58 GMT 2023","0","","US_11_02_07.FreeDemoAccountTest","","US_11_02_07.FreeDemoAccountTest","createAccountUnAuth","TC_11-02-07_08 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [Free demo account]"
"skipped","Fri Nov 17 16:38:03 GMT 2023","Fri Nov 17 16:38:03 GMT 2023","0","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeAuth","TC_11-02-07_05 (Auth)","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"skipped","Fri Nov 17 16:37:58 GMT 2023","Fri Nov 17 16:37:58 GMT 2023","0","","US_11_02_07.FreeDemoAccountTest","","US_11_02_07.FreeDemoAccountTest","createAccountAuth","TC_11-02-07_08 (Auth)","Check: Education > Menu Item [ETF trading] > Test button [Free demo account]"
"skipped","Fri Nov 17 16:38:01 GMT 2023","Fri Nov 17 16:38:01 GMT 2023","0","","US_11_02_07.SignUpTest","","US_11_02_07.SignUpTest","signUpUnAuth","TC_11-02-07_02 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [SignUp]"
"skipped","Fri Nov 17 16:38:03 GMT 2023","Fri Nov 17 16:38:03 GMT 2023","0","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoUnAuth","TC_11-02-07_04 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"skipped","Fri Nov 17 16:38:03 GMT 2023","Fri Nov 17 16:38:03 GMT 2023","0","","US_11_02_07.TradeOnWidgetTest","","US_11_02_07.TradeOnWidgetTest","tradeUnAuth","TC_11-02-07_05 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [Trade] on Widget 'Most Traded'"
"skipped","Fri Nov 17 16:38:03 GMT 2023","Fri Nov 17 16:38:03 GMT 2023","0","","US_11_02_07.TryDemoTest","","US_11_02_07.TryDemoTest","tryDemoAuth","TC_11-02-07_04 (Auth)","Check: Education > Menu Item [ETF trading] > Test button [TryDemo]"
"skipped","Fri Nov 17 16:38:02 GMT 2023","Fri Nov 17 16:38:02 GMT 2023","0","","US_11_02_07.StartTradingTest","","US_11_02_07.StartTradingTest","StartTradingUnAuth","TC_11-02-07_03 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [StartTrading]"
"skipped","Fri Nov 17 16:37:59 GMT 2023","Fri Nov 17 16:37:59 GMT 2023","0","","US_11_02_07.FreeTrialTest","","US_11_02_07.FreeTrialTest","createAccountAuth","TC_11-02-07_09 (Auth)","Check: Education > Menu Item [ETF trading] > Test button [Free Trial]"
"skipped","Fri Nov 17 16:37:59 GMT 2023","Fri Nov 17 16:37:59 GMT 2023","0","","US_11_02_07.FreeTrialTest","","US_11_02_07.FreeTrialTest","createAccountUnReg","TC_11-02-07_09 (UnReg)","Check: Education > Menu Item [ETF trading] > Test button [Free Trial]"
"skipped","Fri Nov 17 16:37:59 GMT 2023","Fri Nov 17 16:37:59 GMT 2023","0","","US_11_02_07.FreeTrialTest","","US_11_02_07.FreeTrialTest","createAccountUnAuth","TC_11-02-07_09 (UnAuth)","Check: Education > Menu Item [ETF trading] > Test button [Free Trial]"
